Guid,Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,IsCustomerPortal,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,IsBuyer,ccrz__CustomField1__c,ccrz__CustomField2__c,ccrz__DataId__c,ccrz__PreventAddrBookSave__c,ccrz__PreventNewAddrCheckout__c,ccrz__PreventNewBillAddrCO__c,ccrz__SourceSystem__c,ccrz__TaxExemptAccount__c,ccrz__UsedByCloudcraze__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__CoTerminationEvent__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,CorporateLocations__c,FranchiseLocations__c,TaxID__c,BillingEmail__c,Test_Field__c,Custom_Account_Picklist__c,Project_Based__c,Primary_Use_Case__c,JJ__c
b31cc650-8ca5-4641-86fc-37d3bfcaac76,Jetpulse,Customer,270 Park Ave,New York,NY,10017-2014,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.270.6000,#N/A,#N/A,Non Profit,1.01006E11,#N/A,Human Rights Defense Fund is the leader in Non Profit in New York,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
ce2e4d87-b32b-42bf-8b4e-54bb6ec0c9b0,Pizza Hut,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Restaurant,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,703.0,18000.0,12-3456789,ap@pizzahut.com,#N/A,#N/A,false,#N/A,Skip
269f82ea-422b-48a2-bc48-586d44eca005,Yakidoo,Customer,75010,Paris,#N/A,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,4.528576E8,#N/A,Trevor Ferrin Hospital is the leader in Healthcare,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
e555c464-726d-429a-b793-02b41a502538,Livefish,Customer,Shell Centre,London,#N/A,SE1 7NA,United Kingdom,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Electronics,1.58331476E8,#N/A,Videlectrix is the leader in Electronics,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
4a0f32f7-4233-45a1-94bd-75faf566aa17,Ooba,Customer,50 Kerra Way,Docklands,VIC,3008,Australia,#N/A,#N/A,#N/A,50 Kerra Way,Docklands,VIC,3008,Australia,#N/A,#N/A,#N/A,(03) 6257 7887,#N/A,#N/A,Media,4.33338781E8,#N/A,Gizmonic Institute is the leader in Media in Docklands,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
cb72bdda-b101-4835-9161-3bf06bf82742,Photofeed,Prospect,702 SW 8th St,Bentonville,AR,72716-6299,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.479.273.4000,#N/A,#N/A,Financial Services,4.8213E11,#N/A,Upward Financial Services is the leader in Financial Services in Bentonville,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
bae55ba3-ea80-48c6-b152-4ea7f82bfd53,Realcube,Customer,"Via Nizza, 250",Turin,Turin,#N/A,Italy,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,7.20606185E8,#N/A,TF North is the leader in Healthcare in Turin,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
83dc89fc-8868-49a6-8638-db4d191b4c50,Talane,Customer,75 Avenue de la Grande Armée,Paris,#N/A,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Shipping,7.40417719E8,#N/A,Universal Export is the leader in Shipping,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
ac9c4e8e-74d2-479d-a6d3-c094f85ec0e1,Flashset,Prospect,4 Weeping Birch Crossing,Carson City,NV,89714,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Consulting,9488745.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
3f1019f9-8981-40f5-a60f-3c5c43ec63da,Browsedrive,Customer,1-7-1 Konan Minato-ku,Tokyo,#N/A,#N/A,Japan,#N/A,#N/A,#N/A,4 Riverside Rd,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Telecommunications,7.76395463E8,#N/A,Wernham Hogg is the leader in Telecommunications,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d84cf719-3d82-4333-bb63-36f4d8df2577,TEXTIDTEST,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,01tfK000001Uhi5QAC,#N/A,false,#N/A,Skip
551d24c8-f10f-47a2-9f23-ea48b275ff48,Shuffletag,Customer,1 Post St FL 18,San Francisco,CA,94104-5284,United States,#N/A,#N/A,#N/A,3003 E 3rd Ave #201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.415.983.8300,#N/A,#N/A,Non Profit,1.90884E11,#N/A,Save the Wild is the leader in Non Profit in San Francisco,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
3c66b37b-b0b5-47a9-bf58-0c9686d72d93,Thoughtmix,Customer,1 Coca Cola Plz NW,Atlanta,GA,30313-2499,United States,#N/A,#N/A,#N/A,P.O. BOX 1734,Atlanta,GA,30301-1734,US,#N/A,#N/A,#N/A,1.404.676.2121,#N/A,#N/A,Energy,4.4294E10,#N/A,Transworld Consortium is the leader in Energy in Atlanta,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
28c28a00-3557-4a93-9f9d-453929518adf,Blogspan,Prospect,574 Duke Circle,Sioux City,OH,51105,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Financial Services,3308479.0,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
df29e9b2-8e18-42f6-87ae-96ff28699745,Skimia,Prospect,51 Madison Ave Bsmt 1b,New York,NY,10010-1655,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.576.7000,#N/A,#N/A,Healthcare,1.4139579037E10,#N/A,Athena Theraputics is the leader in Healthcare in New York,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
b8676e86-873e-41ee-b619-01b3a56c8f33,JumpXS,Prospect,200 Vesey St,New York,NY,10285-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.640.2000,#N/A,#N/A,Consumer Goods,3.4441E10,#N/A,Walken Group is the leader in Consumer Goods in New York,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
